"Destination","ISO2","Prefix","BillMinimum","BillIncrement","PerMinuteCost","Currency"
"Philippines Mobile - Smart","PH","63910","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63912","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63918","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63919","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63920","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63921","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63928","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63929","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63930","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63938","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63939","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63948","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63949","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","6398","1","1","0.1263","USD"
"Philippines Mobile - Smart","PH","63999","1","1","0.1263","USD"
"Philippines Mobile - Sun","PH","63922","1","1","0.109","USD"
"Philippines Mobile - Sun","PH","63923","1","1","0.109","USD"
"Philippines Mobile - Sun","PH","63932","1","1","0.109","USD"
"Philippines Mobile - Sun","PH","63933","1","1","0.109","USD"
"Philippines Mobile - Sun","PH","63942","1","1","0.109","USD"
"Philippines Mobile - Sun","PH","63943","1","1","0.109","USD"
"Poland Fixed","PL","48","1","1","0.0106","USD"
"Poland Fixed - Krakow","PL","4812","1","1","0.0106","USD"
"Poland Fixed - OLO","PL","4812222","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","481229","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123000","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812307","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123111","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123121","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123122","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812340","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812341","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812342","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812343","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812344","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812345","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123461","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123462","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123463","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123464","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123465","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123466","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812347","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812348","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812349","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812350","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123511","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123512","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123513","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123514","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123515","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123516","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123517","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123518","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123521","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123522","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123523","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123524","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123525","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123526","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812353","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812354","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812355","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812356","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812357","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812358","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812359","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812360","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812361","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123621","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123622","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123623","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123624","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123625","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123626","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123627","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812374","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123751","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123752","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123753","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123754","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123755","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812376","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812377","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812378","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812379","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812383","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812384","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812390","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812391","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812392","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812393","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812394","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123950","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123951","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123953","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123954","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123955","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123956","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123957","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48123958","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812396","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812397","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812398","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812399","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812435","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812441","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48124423","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48124424","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48124425","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48124429","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812443","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812444","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812445","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48124461","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48124463","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48124465","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48124466","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48124488","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812455","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4812888","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48133070","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813333","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134211","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134212","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134213","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134214","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134215","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134231","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134241","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134242","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134243","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134244","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134252","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134253","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134254","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813426","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813427","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134401","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134403","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134404","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134405","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134406","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134407","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134408","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134409","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134430","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134431","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134432","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813444","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134701","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134702","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134703","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134711","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134712","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134713","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134721","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134722","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134723","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134724","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134725","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134731","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134732","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813474","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134751","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134752","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134753","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134754","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134755","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134756","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813476","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134771","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134772","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134773","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134774","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813478","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134791","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134792","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134793","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813491","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813492","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813493","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4813494","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134951","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134961","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134962","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134963","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134971","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48134972","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48138888","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48143070","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814600","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814630","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146345","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146346","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146347","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146348","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146349","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814635","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814636","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814638","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814639","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146401","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146402","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146403","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146460","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146466","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146467","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146468","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146469","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814647","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814648","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814649","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814655","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814656","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146731","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814680","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814681","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814682","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814683","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814684","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814685","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814686","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146870","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146871","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146872","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146873","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146874","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146875","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814688","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814689","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814690","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146910","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146911","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146913","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146917","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146918","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146919","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814692","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146931","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146932","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146933","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146934","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146935","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814694","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814695","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814696","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146971","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146981","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146982","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146983","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48146984","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4814699","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48147871","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48147872","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48147873","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48147874","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48147875","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48148888","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48153070","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815600","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156401","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156402","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156403","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815641","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815642","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815643","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815644","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815645","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815646","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815647","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156481","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156482","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156483","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156484","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156485","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156490","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156491","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156492","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156493","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156494","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156497","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156498","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48156499","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815687","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158108","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158109","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815813","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158141","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158142","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158143","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158144","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158145","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158146","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158147","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158149","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815815","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815816","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815817","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4815818","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158192","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158193","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158194","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158210","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158251","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158252","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158253","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158301","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158302","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158479","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158781","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158782","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48158888","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4816","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48163070","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4816611","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48166741","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48166742","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167301","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167311","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167321","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167322","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167323","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167324","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167325","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167326","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167327","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167328","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4816733","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167341","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167351","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167352","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167353","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167354","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167355","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167361","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167362","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167363","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167364","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167366","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167368","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48167369","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48168888","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172219","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817229","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172301","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172302","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172303","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172304","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172305","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172306","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817250","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172755","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172821","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172831","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172832","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172833","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172834","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172835","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172836","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172838","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48172839","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48173070","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817710","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817711","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177150","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177151","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177152","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177153","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177154","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177157","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177158","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177159","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817717","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817740","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177411","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177412","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177413","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177414","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177415","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177416","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177417","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177421","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817743","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817744","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817745","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817746","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817747","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817748","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817749","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817770","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817771","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817772","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817773","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817774","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177777","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177778","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177783","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177784","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177785","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177786","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177787","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177788","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177789","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817779","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817780","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177811","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177812","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177813","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177821","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817783","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817784","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817785","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177860","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177861","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177862","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177863","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177864","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817787","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","4817788","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177891","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177892","1","1","0.0104","USD"
"Poland Fixed - OLO","PL","48177896","1","1","0.0104","USD"
