"Destination","ISO2","Prefix","BillMinimum","BillIncrement","PerMinuteCost","Currency"
"Latvia Fixed - Alternative","LV","3716328","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716331","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716339","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716341","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716347","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716350","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716358","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716361","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371636100","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371636107","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371636108","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371636109","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163611","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163612","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163613","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163614","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163615","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163616","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163617","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163618","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163619","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716365","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163650","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163651","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163652","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371636530","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371636531","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371636532","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371636533","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371636534","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371636539","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163654","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163655","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163656","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163657","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163658","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37163659","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716371","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716377","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716379","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716381","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716389","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716391","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716399","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716401","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716409","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716411","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716418","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716421","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716429","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716431","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716433","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716437","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716439","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716441","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716442","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716446","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716451","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716458","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716461","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716467","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716468","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716471","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716479","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716481","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716488","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716490","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716501","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716509","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716511","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716518","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716521","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716528","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716531","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716539","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716541","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37165410","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37165411","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37165412","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37165413","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37165414","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37165415","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37165416","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37165417","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37165419","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716548","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716558","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716561","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716563","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716567","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716569","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716571","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716577","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716579","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716580","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716588","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371660","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","371661","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716610","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716611","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716612","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716613","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716614","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716615","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716616","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716617","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716666","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716677","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716688","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716689","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37166999","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716715","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716716","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716719","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716723","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716748","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716749","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716763","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716764","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716765","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37167660","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37167661","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37167662","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37167663","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37167664","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37167665","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37167666","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","37167669","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716769","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716771","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716772","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716778","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716779","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716785","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716787","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716788","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716838","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716840","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716860","1","1","0.0242","USD"
"Latvia Fixed - Alternative","LV","3716868","1","1","0.0242","USD"
"Latvia Fixed","LV","371","1","1","0.0181","USD"
"Latvia Fixed - Riga","LV","37166","1","1","0.0181","USD"
"Latvia Fixed - Riga","LV","37167","1","1","0.0181","USD"
"Latvia Fixed - Riga","LV","3717","1","1","0.0181","USD"
"Latvia Mobile - Baltija","LV","3712580","1","1","0.1342","USD"
"Latvia Mobile - Baltija","LV","3712581","1","1","0.1342","USD"
"Latvia Mobile - Baltija","LV","3712582","1","1","0.1342","USD"
"Latvia Mobile - Baltija","LV","3712583","1","1","0.1342","USD"
"Latvia Mobile - Baltija","LV","3712584","1","1","0.1342","USD"
"Latvia Mobile - Baltija","LV","3712589","1","1","0.1342","USD"
"Latvia Mobile - Bite","LV","3712205","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712206","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712207","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712208","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712209","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","371221","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712239","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","371225","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712280","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712281","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712282","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712283","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712284","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712550","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712551","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712552","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712553","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712554","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712555","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712585","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712586","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712587","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712588","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712720","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712721","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712728","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712729","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","371273","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","371274","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","371275","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712760","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712761","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712762","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712763","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712764","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712765","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712766","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","3712767","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","371277","1","1","0.0652","USD"
"Latvia Mobile - Bite","LV","371279","1","1","0.0652","USD"
"Latvia Mobile","LV","3712","1","1","0.5518","USD"
"Latvia Mobile","LV","37127","1","1","0.5518","USD"
"Latvia Mobile","LV","371685","1","1","0.5518","USD"
"Latvia Mobile - Lmt","LV","371202","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","3712200","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","3712201","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","3712202","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","3712203","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","3712204","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371224","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371254","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","3712556","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","3712557","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","3712558","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","3712559","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371261","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371262","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371263","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371264","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371265","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371266","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371278","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371283","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","3712849","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371286","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371287","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371291","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371292","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371293","1","1","0.0652","USD"
"Latvia Mobile - Lmt","LV","371294","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","371203","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","3712237","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","3712238","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","371259","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","371260","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","371267","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","371268","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","3712844","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","3712845","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","3712846","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","3712847","1","1","0.0652","USD"
"Latvia Mobile - Tele2","LV","3712848","1","1","0.0652","USD"
"Latvia Premium","LV","37190","60","60","0.0012","USD"
"Latvia Premium","LV","371900076","60","60","0.0012","USD"
"Latvia Premium","LV","3719010","60","60","0.0012","USD"
"Latvia Premium","LV","3719040","60","60","0.0012","USD"
"Latvia Premium","LV","3719060","60","60","0.0012","USD"
"Latvia Special Services","LV","3712010","60","60","5","USD"
"Latvia Special Services","LV","3712266","60","60","5","USD"
"Latvia Special Services","LV","3712277","60","60","5","USD"
"Latvia Special Services","LV","3712299","60","60","5","USD"
"Latvia Special Services","LV","3712444","60","60","5","USD"
"Latvia Special Services","LV","3712769","60","60","5","USD"
"Latvia Special Services","LV","3712777","60","60","5","USD"
"Latvia Special Services","LV","3712791","60","60","5","USD"
"Latvia Special Services","LV","3712794","60","60","5","USD"
"Latvia Special Services","LV","3712795","60","60","5","USD"
"Latvia Special Services","LV","3712840","60","60","5","USD"
"Latvia Special Services","LV","3712900","60","60","5","USD"
"Latvia Special Services","LV","37165153","60","60","5","USD"
"Latvia Special Services","LV","37165158","60","60","5","USD"
"Latvia Special Services","LV","37165159","60","60","5","USD"
"Latvia Special Services","LV","37165418","60","60","5","USD"
"Latvia Special Services","LV","37168501","60","60","5","USD"
"Latvia Special Services","LV","37168502","60","60","5","USD"
"Latvia Special Services","LV","37168504","60","60","5","USD"
"Latvia Special Services","LV","37168519","60","60","5","USD"
"Latvia Special Services","LV","3716891","60","60","5","USD"
"Latvia Special Services","LV","3718060","60","60","5","USD"
"Latvia Special Services","LV","371810","60","60","5","USD"
"Latvia Special Services","LV","3718501","60","60","5","USD"
"Latvia Special Services","LV","3718502","60","60","5","USD"
"Lebanon Fixed - Beirut","LB","9611","1","1","0.075","USD"
"Lebanon Fixed","LB","961","1","1","0.075","USD"
"Lebanon Mobile","LB","9613","1","1","0.1433","USD"
"Lebanon Mobile","LB","96170","1","1","0.1433","USD"
"Lebanon Mobile","LB","96171","1","1","0.1433","USD"
"Lebanon Mobile","LB","961760","1","1","0.1433","USD"
"Lebanon Mobile","LB","961761","1","1","0.1433","USD"
"Lebanon Mobile","LB","961763","1","1","0.1433","USD"
"Lebanon Mobile","LB","961764","1","1","0.1433","USD"
"Lebanon Mobile","LB","961765","1","1","0.1433","USD"
"Lebanon Mobile","LB","961766","1","1","0.1433","USD"
"Lebanon Mobile","LB","961767","1","1","0.1433","USD"
"Lebanon Mobile","LB","961768","1","1","0.1433","USD"
"Lebanon Mobile","LB","961769","1","1","0.1433","USD"
"Lesothi Mobile","LS","26627","1","1","0.1883","USD"
"Lesothi Mobile","LS","26628","1","1","0.1883","USD"
"Lesotho Fixed","LS","266","1","1","0.145","USD"
"Lesotho Mobile - Econet","LS","2666","1","1","0.1704","USD"
"Lesotho Mobile - Vodacom","LS","2665","1","1","0.1276","USD"
"Liberia","LR","231","1","1","0.1476","USD"
"Liberia Mobile - Cellcom","LR","2317","1","1","0.1388","USD"
"Liberia Mobile - Comium","LR","2315","1","1","0.1317","USD"
"Liberia Mobile - Libercell","LR","2314","1","1","0.1728","USD"
"Liberia Mobile - Libercell","LR","23199","1","1","0.1728","USD"
"Liberia Mobile - MTN","LR","2316","1","1","0.1179","USD"
"Liberia Mobile - MTN","LR","23188","1","1","0.1179","USD"
"Liberia Mobility Services","LR","2314191001","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314191002","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314191003","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314191004","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314191005","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314191006","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314191007","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314191008","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314191009","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419101","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419102","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419103","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419104","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419105","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419106","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419107","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419108","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419109","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141911","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141912","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141913","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141914","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141915","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141916","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141917","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141918","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141919","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141920","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314198001","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314198002","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314198003","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314198004","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314198005","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314198006","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314198007","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314198008","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314198009","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419801","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419802","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419803","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419804","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419805","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419806","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419807","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419808","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231419809","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141981","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141982","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141983","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141984","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141985","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141986","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141987","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141988","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23141989","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314199000","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23142920","1","1","0.1668","USD"
"Liberia Mobility Services","LR","2314299860","1","1","0.1668","USD"
"Liberia Mobility Services","LR","23144998","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231459970","1","1","0.1668","USD"
"Liberia Mobility Services","LR","231479959","1","1","0.1668","USD"
"Liberia Special Services","LR","23190","60","60","0.198","USD"
"Libya Fixed","LY","218","1","1","0.1863","USD"
"Libya Mobile - Alhura","LY","21899","1","1","0.419","USD"
"Libya Mobile - El Madar","LY","21891","1","1","0.2655","USD"
"Libya Mobile - El Madar","LY","21892","1","1","0.2655","USD"
"Libya Mobile - El Madar","LY","21894","1","1","0.2655","USD"
"Libya Mobile","LY","2189","1","1","0.2655","USD"
"Libya Mobile","LY","21895","1","1","0.2655","USD"
"Liechtenstein Fixed","LI","423","1","1","0.0679","USD"
"Liechtenstein Fixed","LI","42369","1","1","0.4082","USD"
"Liechtenstein Mobile","LI","4237","1","1","0.3083","USD"
"Liechtenstein Mobility Services","LI","42360","1","1","0.2648","USD"
"Liechtenstein Mobility Services","LI","42361","1","1","0.2648","USD"
"Liechtenstein Mobility Services","LI","42362","1","1","0.2648","USD"
"Liechtenstein Mobility Services","LI","42363","1","1","0.2648","USD"
"Liechtenstein Mobility Services","LI","42364","1","1","0.2648","USD"
"Liechtenstein Mobility Services","LI","42365","1","1","0.2648","USD"
"Liechtenstein Mobility Services","LI","42366","1","1","0.2648","USD"
"Liechtenstein Mobility Services","LI","42367","1","1","0.2648","USD"
"Liechtenstein Mobility Services","LI","42368","1","1","0.2648","USD"
"Liechtenstein Speciality Services","LI","4238","60","60","0.0679","USD"
"Liechtenstein Speciality Services","LI","42390","60","60","0.0679","USD"
"Lithuania Fixed","LT","370","1","1","0.0203","USD"
"Lithuania Fixed - Vilna","LT","37052","1","1","0.0203","USD"
"Lithuania Mobile - Bite","LT","37063","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370640","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370641","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370642","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370643","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370644","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370649","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","37065","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370660","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370661","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370666","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370669","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370681","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370685","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370689","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370690","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","3706913","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","3706914","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","3706915","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","3706916","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","3706917","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","3706918","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","3706919","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","37069742","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","37069743","1","1","0.0495","USD"
"Lithuania Mobile - Bite","LT","370699","1","1","0.0495","USD"
"Lithuania Mobile","LT","3706","1","1","0.0515","USD"
"Lithuania Mobile - Omnitel","LT","37061","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","37062","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370662","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370663","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370680","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370682","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370686","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370687","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370688","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370692","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370693","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370694","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370695","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370696","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370697","1","1","0.0534","USD"
"Lithuania Mobile - Omnitel","LT","370698","1","1","0.0534","USD"
"Lithuania Mobile - Tele2","LT","37060","1","1","0.0481","USD"
